"","true_like","ml_like","ml_X1","ml_X2","ml_X3","ml_X4","true_X1","true_X2","true_X3","true_X4","M","N","z","run","seed","p","nbio","nevents"
"sub.11006",-1179.75653661934,-1179.75653661934,2,3,1,3,2,3,1,3,500,4,2,8,85008542,0.85,3,2
"sub.2164",-1187.0916216265,-1187.0916216265,1,1,2,3,1,1,2,3,500,4,3,8,85008543,0.85,3,2
"sub.3164",-1157.47181025461,-1157.47181025461,2,2,1,2,2,2,1,2,500,4,4,8,85008544,0.85,3,2
"sub.4164",-1218.44625128039,-1218.44625128039,2,3,1,3,2,3,1,3,500,4,5,8,85008545,0.85,3,2
"sub.5164",-1242.30140114294,-1242.30140114294,2,4,1,3,2,4,1,3,500,4,6,8,85008546,0.85,3,2
"sub.6164",-1214.82916383493,-1214.82916383493,2,1,3,1,2,1,3,1,500,4,7,8,85008547,0.85,3,2
"sub.7164",-1204.21503101666,-1204.21503101666,2,3,1,1,2,3,1,1,500,4,8,8,85008548,0.85,3,2
"sub.8164",-1248.7967345694,-1248.7967345694,1,2,1,3,1,2,1,3,500,4,9,8,85008549,0.85,3,2
"sub.9164",-1229.87450436197,-1229.87450436197,1,3,2,2,1,3,2,2,500,4,10,8,850085410,0.85,3,2
"sub.10164",-1210.82525499368,-1210.82525499368,2,3,2,1,2,3,2,1,500,4,11,8,850085411,0.85,3,2
"sub.11203",-1182.54592771715,-1182.54592771715,1,3,2,2,1,3,2,2,500,4,12,8,850085412,0.85,3,2
"sub.12180",-1173.72830149203,-1173.72830149203,2,2,1,2,2,2,1,2,500,4,13,8,850085413,0.85,3,2
"sub.13167",-1197.921926843,-1197.921926843,1,3,1,2,1,3,1,2,500,4,14,8,850085414,0.85,3,2
"sub.14164",-1250.84569235323,-1250.84569235323,2,3,1,4,2,3,1,4,500,4,15,8,850085415,0.85,3,2
"sub.15164",-1231.11413563014,-1231.11413563014,1,2,1,2,1,2,1,2,500,4,16,8,850085416,0.85,3,2
"sub.16164",-1180.34224571822,-1180.34224571822,1,1,2,1,1,1,2,1,500,4,17,8,850085417,0.85,3,2
"sub.17164",-1215.30780431684,-1215.30780431684,1,2,2,3,1,2,2,3,500,4,18,8,850085418,0.85,3,2
"sub.18164",-1105.99843407585,-1105.99843407585,1,1,1,1,1,1,1,1,500,4,19,8,850085419,0.85,3,2
"sub.19164",-1223.50690006221,-1223.50690006221,1,2,1,3,1,2,1,3,500,4,20,8,850085420,0.85,3,2
"sub165",-1136.82769674546,-1136.82769674546,1,1,1,1,1,1,1,1,500,4,1,9,95008541,0.85,2,3
"sub.11007",-1224.19414141523,-1224.19414141523,2,2,3,1,2,2,3,1,500,4,2,9,95008542,0.85,2,3
"sub.2165",-1205.33516150174,-1205.33516150174,1,2,2,1,1,2,2,1,500,4,3,9,95008543,0.85,2,3
"sub.3165",-1089.77562616195,-1089.77562616195,1,1,1,1,1,1,1,1,500,4,4,9,95008544,0.85,2,3
"sub.4165",-1201.2355485045,-1201.2355485045,1,2,1,3,1,2,1,3,500,4,5,9,95008545,0.85,2,3
"sub.5165",-1201.77429618477,-1201.77429618477,1,2,1,1,1,2,1,1,500,4,6,9,95008546,0.85,2,3
"sub.6165",-1221.09163028751,-1221.09163028751,2,1,2,3,2,1,2,3,500,4,7,9,95008547,0.85,2,3
"sub.7165",-1234.28594762934,-1234.28594762934,1,3,2,2,1,3,2,2,500,4,8,9,95008548,0.85,2,3
"sub.8165",-1162.8804119748,-1162.8804119748,1,2,2,2,1,2,2,2,500,4,9,9,95008549,0.85,2,3
"sub.9165",-1201.54704069185,-1201.54704069185,3,2,1,2,3,2,1,2,500,4,10,9,950085410,0.85,2,3
"sub.10165",-1180.75518325703,-1180.75518325703,2,1,1,2,2,1,1,2,500,4,11,9,950085411,0.85,2,3
"sub.11204",-1162.3611768449,-1162.3611768449,2,1,1,3,2,1,1,3,500,4,12,9,950085412,0.85,2,3
"sub.12181",-1206.21247999094,-1206.21247999094,3,2,3,1,3,2,3,1,500,4,13,9,950085413,0.85,2,3
"sub.13168",-1222.50429827498,-1222.50429827498,1,1,2,2,1,1,2,2,500,4,14,9,950085414,0.85,2,3
"sub.14165",-1207.70913627131,-1207.70913627131,1,2,2,3,1,2,2,3,500,4,15,9,950085415,0.85,2,3
"sub.15165",-1198.92614661606,-1198.92614661606,2,3,3,1,2,3,3,1,500,4,16,9,950085416,0.85,2,3
"sub.16165",-1154.22798002517,-1154.22798002517,1,2,2,2,1,2,2,2,500,4,17,9,950085417,0.85,2,3
"sub.17165",-1208.60331019121,-1208.60331019121,1,2,1,2,1,2,1,2,500,4,18,9,950085418,0.85,2,3
"sub.18165",-1191.85591190964,-1191.85591190964,1,3,2,1,1,3,2,1,500,4,19,9,950085419,0.85,2,3
"sub.19165",-1208.74558902151,-1208.74558902151,1,1,2,2,1,1,2,2,500,4,20,9,950085420,0.85,2,3
"sub166",-1022.07923366621,-1022.07923366621,3,2,1,4,3,2,1,4,500,4,1,1,15009541,0.95,3,2
"sub.11008",-889.510916577672,-889.510916577672,1,1,1,2,1,1,1,2,500,4,2,1,15009542,0.95,3,2
"sub.2166",-879.40911872206,-879.40911872206,1,2,2,2,1,2,2,2,500,4,3,1,15009543,0.95,3,2
"sub.3166",-981.605123889469,-981.605123889469,1,1,2,3,1,1,2,3,500,4,4,1,15009544,0.95,3,2
"sub.4166",-826.045412400651,-826.045412400651,1,1,2,1,1,1,2,1,500,4,5,1,15009545,0.95,3,2
"sub.5166",-715.474014005196,-715.474014005196,1,1,1,1,1,1,1,1,500,4,6,1,15009546,0.95,3,2
"sub.6166",-971.820953011815,-971.820953011815,1,3,2,1,1,3,2,1,500,4,7,1,15009547,0.95,3,2
"sub.7166",-767.927829851756,-767.927829851756,1,1,1,1,1,1,1,1,500,4,8,1,15009548,0.95,3,2
"sub.8166",-713.602337975865,-713.602337975865,1,1,1,1,1,1,1,1,500,4,9,1,15009549,0.95,3,2
"sub.9166",-970.903571897683,-970.903571897683,2,3,1,3,2,3,1,3,500,4,10,1,150095410,0.95,3,2
"sub.10166",-953.386368617802,-953.386368617802,1,3,3,2,1,3,3,2,500,4,11,1,150095411,0.95,3,2
"sub.11205",-722.923810508399,-722.923810508399,1,1,1,1,1,1,1,1,500,4,12,1,150095412,0.95,3,2
"sub.12182",-687.623645720345,-687.623645720345,1,1,1,1,1,1,1,1,500,4,13,1,150095413,0.95,3,2
"sub.13169",-1004.55594492929,-1004.55594492929,2,2,1,3,2,2,1,3,500,4,14,1,150095414,0.95,3,2
"sub.14166",-862.736299878594,-862.736299878594,1,2,2,2,1,2,2,2,500,4,15,1,150095415,0.95,3,2
"sub.15166",-836.586471743807,-836.586471743807,2,2,1,2,2,2,1,2,500,4,16,1,150095416,0.95,3,2
"sub.16166",-958.438207987164,-958.438207987164,1,1,2,3,1,1,2,3,500,4,17,1,150095417,0.95,3,2
"sub.17166",-956.054218179604,-956.054218179604,2,1,3,3,2,1,3,3,500,4,18,1,150095418,0.95,3,2
"sub.18166",-891.591828052824,-891.591828052824,1,1,1,2,1,1,1,2,500,4,19,1,150095419,0.95,3,2
"sub.19166",-969.415884226888,-969.415884226888,3,1,2,3,3,1,2,3,500,4,20,1,150095420,0.95,3,2
"sub167",-935.593657287955,-935.593657287955,1,1,2,1,1,1,2,1,500,4,1,10,105009541,0.95,2,3
"sub.11009",-929.269408255003,-929.269408255003,3,3,1,2,3,3,1,2,500,4,2,10,105009542,0.95,2,3
"sub.2167",-861.090686097537,-861.090686097537,1,1,2,1,1,1,2,1,500,4,3,10,105009543,0.95,2,3
"sub.3167",-972.497840268501,-972.497840268501,3,2,3,1,3,2,3,1,500,4,4,10,105009544,0.95,2,3
"sub.4167",-673.602866072228,-673.602866072228,1,1,1,1,1,1,1,1,500,4,5,10,105009545,0.95,2,3
"sub.5167",-957.67963141252,-957.67963141252,2,1,2,3,2,1,2,3,500,4,6,10,105009546,0.95,2,3
"sub.6167",-852.153117429083,-852.153117429083,2,2,1,2,2,2,1,2,500,4,7,10,105009547,0.95,2,3
"sub.7167",-953.091077683946,-953.091077683946,1,2,1,3,1,2,1,3,500,4,8,10,105009548,0.95,2,3
"sub.8167",-852.065492113145,-852.065492113145,1,2,1,1,1,2,1,1,500,4,9,10,105009549,0.95,2,3
"sub.9167",-887.349066923688,-887.349066923688,1,2,1,2,1,2,1,2,500,4,10,10,1050095410,0.95,2,3
"sub.10167",-889.197667519813,-889.197667519813,1,2,1,2,1,2,1,2,500,4,11,10,1050095411,0.95,2,3
"sub.11206",-965.358433070977,-965.358433070977,1,2,3,3,1,2,3,3,500,4,12,10,1050095412,0.95,2,3
"sub.12183",-1008.52719251324,-1008.52719251324,2,4,1,3,2,4,1,3,500,4,13,10,1050095413,0.95,2,3
"sub.13170",-864.210704241847,-864.210704241847,1,1,1,2,1,1,1,2,500,4,14,10,1050095414,0.95,2,3
"sub.14167",-865.902688602377,-865.902688602377,2,1,1,1,2,1,1,1,500,4,15,10,1050095415,0.95,2,3
"sub.15167",-891.881369311983,-891.881369311983,1,2,1,1,1,2,1,1,500,4,16,10,1050095416,0.95,2,3
"sub.16167",-1012.87240373592,-1012.87240373592,2,4,3,1,2,4,3,1,500,4,17,10,1050095417,0.95,2,3
"sub.17167",-901.961478734761,-901.961478734761,1,1,1,2,1,1,1,2,500,4,18,10,1050095418,0.95,2,3
"sub.18167",-872.250675352625,-872.250675352625,2,1,2,2,2,1,2,2,500,4,19,10,1050095419,0.95,2,3
"sub.19167",-697.823931611169,-697.823931611169,1,1,1,1,1,1,1,1,500,4,20,10,1050095420,0.95,2,3
"sub168",-961.205938848368,-961.205938848368,1,1,2,3,1,1,2,3,500,4,1,11,115009541,0.95,3,2
"sub.11010",-985.016543065967,-985.016543065967,1,1,2,3,1,1,2,3,500,4,2,11,115009542,0.95,3,2
"sub.2168",-984.353247099871,-984.353247099871,2,1,3,2,2,1,3,2,500,4,3,11,115009543,0.95,3,2
"sub.3168",-858.205642503608,-858.205642503608,2,1,2,2,2,1,2,2,500,4,4,11,115009544,0.95,3,2
"sub.4168",-860.891743429796,-860.891743429796,2,1,2,2,2,1,2,2,500,4,5,11,115009545,0.95,3,2
"sub.5168",-740.76508391381,-740.76508391381,1,1,1,1,1,1,1,1,500,4,6,11,115009546,0.95,3,2
"sub.6168",-943.032168260305,-943.032168260305,1,3,2,2,1,3,2,2,500,4,7,11,115009547,0.95,3,2
"sub.7168",-874.17019944749,-874.17019944749,2,2,1,2,2,2,1,2,500,4,8,11,115009548,0.95,3,2
"sub.8168",-925.53069007975,-925.53069007975,1,3,2,3,1,3,2,3,500,4,9,11,115009549,0.95,3,2
"sub.9168",-913.02877924486,-913.02877924486,2,3,1,3,2,3,1,3,500,4,10,11,1150095410,0.95,3,2
"sub.10168",-698.015122622553,-698.015122622553,1,1,1,1,1,1,1,1,500,4,11,11,1150095411,0.95,3,2
"sub.11207",-961.310254702837,-961.310254702837,1,3,2,3,1,3,2,3,500,4,12,11,1150095412,0.95,3,2
"sub.12184",-969.817265918846,-969.817265918846,2,1,3,2,2,1,3,2,500,4,13,11,1150095413,0.95,3,2
"sub.13171",-1016.45702261286,-1016.45702261286,2,3,1,4,2,3,1,4,500,4,14,11,1150095414,0.95,3,2
"sub.14168",-923.255827867373,-923.255827867373,1,1,2,2,1,1,2,2,500,4,15,11,1150095415,0.95,3,2
"sub.15168",-740.077461566905,-740.077461566905,1,1,1,1,1,1,1,1,500,4,16,11,1150095416,0.95,3,2
"sub.16168",-838.460586814499,-838.460586814499,1,1,1,2,1,1,1,2,500,4,17,11,1150095417,0.95,3,2
"sub.17168",-897.857208131444,-897.857208131444,2,1,2,2,2,1,2,2,500,4,18,11,1150095418,0.95,3,2
"sub.18168",-877.28367243292,-877.28367243292,1,1,1,2,1,1,1,2,500,4,19,11,1150095419,0.95,3,2
"sub.19168",-948.408160695097,-948.408160695097,3,3,2,1,3,3,2,1,500,4,20,11,1150095420,0.95,3,2
"sub169",-953.656722270078,-953.656722270078,2,1,2,3,2,1,2,3,500,4,1,12,125009541,0.95,2,2
"sub.11011",-953.75745181398,-953.75745181398,2,1,3,3,2,1,3,3,500,4,2,12,125009542,0.95,2,2
"sub.2169",-979.904787482058,-979.904787482058,1,2,3,2,1,2,3,2,500,4,3,12,125009543,0.95,2,2
"sub.3169",-859.407195054496,-859.407195054496,1,2,2,1,1,2,2,1,500,4,4,12,125009544,0.95,2,2
"sub.4169",-1012.60323292599,-1012.60323292599,3,4,2,1,3,4,2,1,500,4,5,12,125009545,0.95,2,2
"sub.5169",-906.519410298612,-906.519410298612,1,2,3,3,1,2,3,3,500,4,6,12,125009546,0.95,2,2
"sub.6169",-711.157088912381,-711.157088912381,1,1,1,1,1,1,1,1,500,4,7,12,125009547,0.95,2,2
"sub.7169",-967.675306796533,-967.675306796533,1,3,2,2,1,3,2,2,500,4,8,12,125009548,0.95,2,2
"sub.8169",-874.048900328525,-874.048900328525,1,1,2,2,1,1,2,2,500,4,9,12,125009549,0.95,2,2
"sub.9169",-878.391922539391,-878.391922539391,1,2,2,2,1,2,2,2,500,4,10,12,1250095410,0.95,2,2
"sub.10169",-1017.39743019623,-1017.39743019623,1,3,4,2,1,3,4,2,500,4,11,12,1250095411,0.95,2,2
"sub.11208",-827.96419559508,-827.96419559508,1,1,1,2,1,1,1,2,500,4,12,12,1250095412,0.95,2,2
"sub.12185",-1012.87516628484,-1012.87516628484,2,2,3,1,2,2,3,1,500,4,13,12,1250095413,0.95,2,2
"sub.13172",-900.0208486633,-900.0208486633,1,2,1,1,1,2,1,1,500,4,14,12,1250095414,0.95,2,2
"sub.14169",-865.820593595335,-865.820593595335,1,1,1,2,1,1,1,2,500,4,15,12,1250095415,0.95,2,2
"sub.15169",-1018.74866189434,-1018.74866189434,1,2,3,4,1,2,3,4,500,4,16,12,1250095416,0.95,2,2
"sub.16169",-926.559688388756,-926.559688388756,1,3,2,3,1,3,2,3,500,4,17,12,1250095417,0.95,2,2
"sub.17169",-988.301337427618,-988.301337427618,1,2,3,3,1,2,3,3,500,4,18,12,1250095418,0.95,2,2
"sub.18169",-886.307420221359,-886.307420221359,1,2,2,2,1,2,2,2,500,4,19,12,1250095419,0.95,2,2
"sub.19169",-968.348606325972,-968.348606325972,1,2,2,3,1,2,2,3,500,4,20,12,1250095420,0.95,2,2
"sub170",-959.360615369928,-959.360615369928,2,3,1,2,2,3,1,2,500,4,1,13,135009541,0.95,2,2
"sub.11012",-895.922217230882,-895.922217230882,1,2,1,2,1,2,1,2,500,4,2,13,135009542,0.95,2,2
"sub.2170",-963.01125477951,-963.01125477951,1,3,2,2,1,3,2,2,500,4,3,13,135009543,0.95,2,2
"sub.3170",-914.986604181977,-914.986604181977,1,1,2,2,1,1,2,2,500,4,4,13,135009544,0.95,2,2
"sub.4170",-978.238448197912,-978.238448197912,1,3,2,3,1,3,2,3,500,4,5,13,135009545,0.95,2,2
"sub.5170",-1026.48508167897,-1026.48508167897,1,3,4,2,1,3,4,2,500,4,6,13,135009546,0.95,2,2
"sub.6170",-760.669224359937,-760.669224359937,1,1,1,1,1,1,1,1,500,4,7,13,135009547,0.95,2,2
"sub.7170",-900.195865378496,-900.195865378496,3,1,3,2,3,1,3,2,500,4,8,13,135009548,0.95,2,2
"sub.8170",-910.739548097322,-910.739548097322,1,1,2,2,1,1,2,2,500,4,9,13,135009549,0.95,2,2
"sub.9170",-926.056591538474,-926.056591538474,3,3,1,2,3,3,1,2,500,4,10,13,1350095410,0.95,2,2
"sub.10170",-760.669224359937,-760.669224359937,1,1,1,1,1,1,1,1,500,4,11,13,1350095411,0.95,2,2
"sub.11209",-930.378941247203,-930.378941247203,2,3,1,1,2,3,1,1,500,4,12,13,1350095412,0.95,2,2
"sub.12186",-1023.28187297652,-1023.28187297652,2,3,1,4,2,3,1,4,500,4,13,13,1350095413,0.95,2,2
"sub.13173",-878.019724033851,-878.019724033851,2,2,1,2,2,2,1,2,500,4,14,13,1350095414,0.95,2,2
"sub.14170",-975.295765340754,-975.295765340754,3,2,1,2,3,2,1,2,500,4,15,13,1350095415,0.95,2,2
"sub.15170",-903.612929290153,-903.612929290153,1,2,2,1,1,2,2,1,500,4,16,13,1350095416,0.95,2,2
"sub.16170",-975.837496832356,-975.837496832356,1,3,3,2,1,3,3,2,500,4,17,13,1350095417,0.95,2,2
"sub.17170",-950.560813663281,-950.560813663281,1,2,3,2,1,2,3,2,500,4,18,13,1350095418,0.95,2,2
"sub.18170",-914.627174645905,-914.627174645905,1,1,2,2,1,1,2,2,500,4,19,13,1350095419,0.95,2,2
"sub.19170",-853.571712388169,-853.571712388169,1,1,1,2,1,1,1,2,500,4,20,13,1350095420,0.95,2,2
"sub171",-892.160717723496,-892.160717723496,1,1,1,2,1,1,1,2,500,4,1,14,145009541,0.95,3,2
"sub.11013",-775.568817366343,-775.568817366343,1,1,1,1,1,1,1,1,500,4,2,14,145009542,0.95,3,2
"sub.2171",-980.14152412592,-980.14152412592,3,1,1,2,3,1,1,2,500,4,3,14,145009543,0.95,3,2
"sub.3171",-932.840164023654,-932.840164023654,1,3,1,2,1,3,1,2,500,4,4,14,145009544,0.95,3,2
"sub.4171",-1007.78322481188,-1007.78322481188,1,3,2,4,1,3,2,4,500,4,5,14,145009545,0.95,3,2
"sub.5171",-973.219774170966,-973.219774170966,2,3,1,3,2,3,1,3,500,4,6,14,145009546,0.95,3,2
"sub.6171",-826.200929772305,-826.200929772305,2,1,1,1,2,1,1,1,500,4,7,14,145009547,0.95,3,2
"sub.7171",-847.776107872818,-847.776107872818,2,1,2,2,2,1,2,2,500,4,8,14,145009548,0.95,3,2
"sub.8171",-940.082396084403,-940.082396084403,3,2,1,3,3,2,1,3,500,4,9,14,145009549,0.95,3,2
"sub.9171",-942.080906033025,-942.080906033025,3,3,1,2,3,3,1,2,500,4,10,14,1450095410,0.95,3,2
"sub.10171",-980.326051023814,-980.326051023814,3,4,1,2,3,4,1,2,500,4,11,14,1450095411,0.95,3,2
"sub.11210",-851.866423153097,-851.866423153097,2,1,1,1,2,1,1,1,500,4,12,14,1450095412,0.95,3,2
"sub.12187",-882.889066141655,-882.889066141655,1,2,2,2,1,2,2,2,500,4,13,14,1450095413,0.95,3,2
"sub.13174",-729.494793653314,-729.494793653314,1,1,1,1,1,1,1,1,500,4,14,14,1450095414,0.95,3,2
"sub.14171",-865.785909906803,-865.785909906803,1,2,2,2,1,2,2,2,500,4,15,14,1450095415,0.95,3,2
"sub.15171",-900.873154027018,-900.873154027018,2,2,1,1,2,2,1,1,500,4,16,14,1450095416,0.95,3,2
"sub.16171",-863.90839034899,-863.90839034899,1,2,1,1,1,2,1,1,500,4,17,14,1450095417,0.95,3,2
"sub.17171",-872.447300149102,-872.447300149102,1,2,1,1,1,2,1,1,500,4,18,14,1450095418,0.95,3,2
"sub.18171",-905.380509587002,-905.380509587002,1,1,1,2,1,1,1,2,500,4,19,14,1450095419,0.95,3,2
"sub.19171",-820.009447750254,-820.009447750254,2,2,1,2,2,2,1,2,500,4,20,14,1450095420,0.95,3,2
"sub172",-865.903629629964,-865.903629629964,1,2,2,2,1,2,2,2,500,4,1,15,155009541,0.95,4,1
"sub.11014",-876.806413841225,-876.806413841225,1,1,2,1,1,1,2,1,500,4,2,15,155009542,0.95,4,1
"sub.2172",-1020.1112790404,-1020.1112790404,2,1,3,4,2,1,3,4,500,4,3,15,155009543,0.95,4,1
"sub.3172",-868.162254534697,-868.162254534697,1,1,1,2,1,1,1,2,500,4,4,15,155009544,0.95,4,1
"sub.4172",-969.753489725714,-969.753489725714,1,3,2,3,1,3,2,3,500,4,5,15,155009545,0.95,4,1
"sub.5172",-826.325201372704,-826.325201372704,1,2,1,1,1,2,1,1,500,4,6,15,155009546,0.95,4,1
"sub.6172",-851.610172781459,-851.610172781459,1,1,1,2,1,1,1,2,500,4,7,15,155009547,0.95,4,1
"sub.7172",-887.703643968447,-887.703643968447,2,2,2,1,2,2,2,1,500,4,8,15,155009548,0.95,4,1
"sub.8172",-985.141367441944,-985.141367441944,4,3,2,1,4,3,2,1,500,4,9,15,155009549,0.95,4,1
"sub.9172",-966.943739765935,-966.943739765935,2,2,1,3,2,2,1,3,500,4,10,15,1550095410,0.95,4,1
"sub.10172",-836.102711899531,-836.102711899531,2,1,2,2,2,1,2,2,500,4,11,15,1550095411,0.95,4,1
"sub.11211",-829.870842959706,-829.870842959706,1,2,2,2,1,2,2,2,500,4,12,15,1550095412,0.95,4,1
"sub.12188",-970.582184376271,-970.582184376271,2,1,3,1,2,1,3,1,500,4,13,15,1550095413,0.95,4,1
"sub.13175",-952.435227810631,-952.435227810631,1,2,2,3,1,2,2,3,500,4,14,15,1550095414,0.95,4,1
"sub.14172",-981.742671838844,-981.742671838844,1,1,2,3,1,1,2,3,500,4,15,15,1550095415,0.95,4,1
"sub.15172",-955.648637168488,-955.648637168488,1,3,2,1,1,3,2,1,500,4,16,15,1550095416,0.95,4,1
"sub.16172",-852.70674783921,-852.70674783921,2,2,1,2,2,2,1,2,500,4,17,15,1550095417,0.95,4,1
"sub.17172",-865.830949544571,-865.830949544571,1,1,2,2,1,1,2,2,500,4,18,15,1550095418,0.95,4,1
"sub.18172",-741.6438972721,-741.6438972721,1,1,1,1,1,1,1,1,500,4,19,15,1550095419,0.95,4,1
"sub.19172",-954.718986762252,-954.718986762252,1,3,2,3,1,3,2,3,500,4,20,15,1550095420,0.95,4,1
"sub173",-861.732912724414,-861.732912724414,2,1,1,1,2,1,1,1,500,4,1,16,165009541,0.95,4,1
"sub.11015",-851.984761135406,-851.984761135406,1,1,1,2,1,1,1,2,500,4,2,16,165009542,0.95,4,1
"sub.2173",-712.723524617576,-712.723524617576,1,1,1,1,1,1,1,1,500,4,3,16,165009543,0.95,4,1
"sub.3173",-957.540943984232,-957.540943984232,1,2,1,3,1,2,1,3,500,4,4,16,165009544,0.95,4,1
"sub.4173",-952.216978969238,-952.216978969238,2,1,1,3,2,1,1,3,500,4,5,16,165009545,0.95,4,1
"sub.5173",-1004.72776386152,-1004.72776386152,4,1,2,3,4,1,2,3,500,4,6,16,165009546,0.95,4,1
"sub.6173",-917.776380418777,-917.776380418777,1,1,2,2,1,1,2,2,500,4,7,16,165009547,0.95,4,1
"sub.7173",-951.926603366069,-951.926603366069,2,3,1,3,2,3,1,3,500,4,8,16,165009548,0.95,4,1
"sub.8173",-874.146741830906,-874.146741830906,2,2,2,1,2,2,2,1,500,4,9,16,165009549,0.95,4,1
"sub.9173",-848.201521595953,-848.201521595953,2,2,1,2,2,2,1,2,500,4,10,16,1650095410,0.95,4,1
"sub.10173",-877.832245538905,-877.832245538905,2,2,1,1,2,2,1,1,500,4,11,16,1650095411,0.95,4,1
"sub.11212",-867.22680374815,-867.22680374815,2,2,1,2,2,2,1,2,500,4,12,16,1650095412,0.95,4,1
"sub.12189",-1012.55331323346,-1012.55331323346,2,3,1,4,2,3,1,4,500,4,13,16,1650095413,0.95,4,1
"sub.13176",-850.11483164027,-850.11483164027,1,2,1,1,1,2,1,1,500,4,14,16,1650095414,0.95,4,1
"sub.14173",-969.065966611114,-969.065966611114,2,1,2,3,2,1,2,3,500,4,15,16,1650095415,0.95,4,1
"sub.15173",-997.859487088779,-997.859487088779,4,1,2,3,4,1,2,3,500,4,16,16,1650095416,0.95,4,1
"sub.16173",-734.194100768896,-734.194100768896,1,1,1,1,1,1,1,1,500,4,17,16,1650095417,0.95,4,1
"sub.17173",-929.996267995579,-929.996267995579,1,2,1,1,1,2,1,1,500,4,18,16,1650095418,0.95,4,1
"sub.18173",-760.669224359937,-760.669224359937,1,1,1,1,1,1,1,1,500,4,19,16,1650095419,0.95,4,1
"sub.19173",-988.621475560818,-988.621475560818,3,1,2,2,3,1,2,2,500,4,20,16,1650095420,0.95,4,1
"sub174",-968.517513326405,-968.517513326405,2,1,1,3,2,1,1,3,500,4,1,17,175009541,0.95,2,3
"sub.11016",-972.851608580576,-972.851608580576,2,3,1,2,2,3,1,2,500,4,2,17,175009542,0.95,2,3
"sub.2174",-1026.32995288209,-1026.32995288209,2,4,1,3,2,4,1,3,500,4,3,17,175009543,0.95,2,3
"sub.3174",-970.339870476007,-970.339870476007,2,2,1,3,2,2,1,3,500,4,4,17,175009544,0.95,2,3
"sub.4174",-957.201671531703,-957.201671531703,1,2,3,2,1,2,3,2,500,4,5,17,175009545,0.95,2,3
"sub.5174",-888.79972439947,-888.79972439947,1,1,2,2,1,1,2,2,500,4,6,17,175009546,0.95,2,3
"sub.6174",-887.112103959341,-887.112103959341,2,2,1,2,2,2,1,2,500,4,7,17,175009547,0.95,2,3
"sub.7174",-945.357075691471,-945.357075691471,2,1,2,3,2,1,2,3,500,4,8,17,175009548,0.95,2,3
"sub.8174",-1038.76499346689,-1038.76499346689,2,3,4,1,2,3,4,1,500,4,9,17,175009549,0.95,2,3
"sub.9174",-946.391645424519,-946.391645424519,3,2,1,2,3,2,1,2,500,4,10,17,1750095410,0.95,2,3
"sub.10174",-963.579638816344,-963.579638816344,2,3,1,2,2,3,1,2,500,4,11,17,1750095411,0.95,2,3
"sub.11213",-845.399636999133,-845.399636999133,1,2,2,2,1,2,2,2,500,4,12,17,1750095412,0.95,2,3
"sub.12190",-942.818312341857,-942.818312341857,1,1,2,2,1,1,2,2,500,4,13,17,1750095413,0.95,2,3
"sub.13177",-874.967342824449,-874.967342824449,1,2,2,2,1,2,2,2,500,4,14,17,1750095414,0.95,2,3
"sub.14174",-784.890289898878,-784.890289898878,1,1,1,1,1,1,1,1,500,4,15,17,1750095415,0.95,2,3
"sub.15174",-727.431926612598,-727.431926612598,1,1,1,1,1,1,1,1,500,4,16,17,1750095416,0.95,2,3
"sub.16174",-946.353600264714,-946.353600264714,2,2,1,3,2,2,1,3,500,4,17,17,1750095417,0.95,2,3
"sub.17174",-965.898157543918,-965.898157543918,3,1,1,2,3,1,1,2,500,4,18,17,1750095418,0.95,2,3
"sub.18174",-885.419674876897,-885.419674876897,1,1,2,1,1,1,2,1,500,4,19,17,1750095419,0.95,2,3
"sub.19174",-997.175349857007,-997.175349857007,1,2,3,4,1,2,3,4,500,4,20,17,1750095420,0.95,2,3
"sub175",-988.59517417638,-988.59517417638,3,2,2,1,3,2,2,1,500,4,1,18,185009541,0.95,3,2
"sub.11017",-863.191674523812,-863.191674523812,2,2,2,1,2,2,2,1,500,4,2,18,185009542,0.95,3,2
"sub.2175",-858.994608315446,-858.994608315446,2,2,1,2,2,2,1,2,500,4,3,18,185009543,0.95,3,2
"sub.3175",-983.666438962671,-983.666438962671,1,3,2,3,1,3,2,3,500,4,4,18,185009544,0.95,3,2
"sub.4175",-734.881723115801,-734.881723115801,1,1,1,1,1,1,1,1,500,4,5,18,185009545,0.95,3,2
"sub.5175",-976.696100112317,-976.696100112317,1,3,2,4,1,3,2,4,500,4,6,18,185009546,0.95,3,2
"sub.6175",-894.698654810904,-894.698654810904,2,1,1,1,2,1,1,1,500,4,7,18,185009547,0.95,3,2
"sub.7175",-959.143309763109,-959.143309763109,1,3,2,3,1,3,2,3,500,4,8,18,185009548,0.95,3,2
"sub.8175",-900.898651801327,-900.898651801327,1,1,2,2,1,1,2,2,500,4,9,18,185009549,0.95,3,2
"sub.9175",-937.117847811114,-937.117847811114,2,1,1,2,2,1,1,2,500,4,10,18,1850095410,0.95,3,2
"sub.10175",-853.141637531849,-853.141637531849,1,2,1,1,1,2,1,1,500,4,11,18,1850095411,0.95,3,2
"sub.11214",-966.693612486992,-966.693612486992,3,2,1,1,3,2,1,1,500,4,12,18,1850095412,0.95,3,2
"sub.12191",-757.727543960932,-757.727543960932,1,1,1,1,1,1,1,1,500,4,13,18,1850095413,0.95,3,2
