"","true_like","ml_like","ml_X1","ml_X2","ml_X3","ml_X4","true_X1","true_X2","true_X3","true_X4","M","N","z","run","seed","p","nbio","nevents"
"sub.1798",-595.231885677397,-595.231885677397,1,1,1,2,1,1,1,2,250,4,18,3,325085418,0.85,3,2
"sub.1898",-599.486577511283,-599.486577511283,1,2,1,1,1,2,1,1,250,4,19,3,325085419,0.85,3,2
"sub.1998",-588.030604792009,-588.030604792009,2,3,1,1,2,3,1,1,250,4,20,3,325085420,0.85,3,2
"sub99",-578.889930564261,-578.889930564261,1,2,1,2,1,2,1,2,250,4,1,4,42508541,0.85,3,2
"sub.1401",-556.092632779037,-556.092632779037,1,1,1,1,1,1,1,1,250,4,2,4,42508542,0.85,3,2
"sub.299",-597.309942726269,-597.309942726269,1,2,2,2,1,2,2,2,250,4,3,4,42508543,0.85,3,2
"sub.399",-602.839876293816,-602.839876293816,1,2,3,4,1,2,3,4,250,4,4,4,42508544,0.85,3,2
"sub.499",-602.068287016391,-602.068287016391,2,1,1,1,2,1,1,1,250,4,5,4,42508545,0.85,3,2
"sub.599",-561.840126517823,-561.840126517823,1,1,1,1,1,1,1,1,250,4,6,4,42508546,0.85,3,2
"sub.699",-606.440188846023,-606.440188846023,1,2,2,1,1,2,2,1,250,4,7,4,42508547,0.85,3,2
"sub.799",-608.018861306304,-608.018861306304,3,1,2,2,3,1,2,2,250,4,8,4,42508548,0.85,3,2
"sub.899",-566.534511783358,-566.534511783358,1,2,1,1,1,2,1,1,250,4,9,4,42508549,0.85,3,2
"sub.999",-587.187224260909,-587.187224260909,1,1,1,2,1,1,1,2,250,4,10,4,425085410,0.85,3,2
"sub.1099",-600.290726864189,-600.290726864189,1,3,2,3,1,3,2,3,250,4,11,4,425085411,0.85,3,2
"sub.11138",-598.845602035489,-598.845602035489,1,2,3,3,1,2,3,3,250,4,12,4,425085412,0.85,3,2
"sub.12115",-577.817041874621,-577.817041874621,1,1,1,1,1,1,1,1,250,4,13,4,425085413,0.85,3,2
"sub.13102",-629.73530871168,-629.73530871168,2,1,4,3,2,1,4,3,250,4,14,4,425085414,0.85,3,2
"sub.1499",-596.392804131616,-596.392804131616,2,1,3,3,2,1,3,3,250,4,15,4,425085415,0.85,3,2
"sub.1599",-607.635679895755,-607.635679895755,3,1,2,1,3,1,2,1,250,4,16,4,425085416,0.85,3,2
"sub.1699",-588.700917034505,-588.700917034505,1,1,1,2,1,1,1,2,250,4,17,4,425085417,0.85,3,2
"sub.1799",-629.938560053621,-629.938560053621,2,3,1,2,2,3,1,2,250,4,18,4,425085418,0.85,3,2
"sub.1899",-582.275918798659,-582.275918798659,1,1,2,2,1,1,2,2,250,4,19,4,425085419,0.85,3,2
"sub.1999",-569.099078673271,-569.099078673271,1,1,1,1,1,1,1,1,250,4,20,4,425085420,0.85,3,2
"sub100",-590.807052924541,-590.807052924541,1,1,2,1,1,1,2,1,250,4,1,5,52508541,0.85,2,3
"sub.1402",-583.831149044643,-583.831149044643,1,1,1,2,1,1,1,2,250,4,2,5,52508542,0.85,2,3
"sub.2100",-609.56456843273,-609.56456843273,3,3,2,1,3,3,2,1,250,4,3,5,52508543,0.85,2,3
"sub.3100",-608.915849382342,-608.915849382342,1,1,1,2,1,1,1,2,250,4,4,5,52508544,0.85,2,3
"sub.4100",-605.865241052469,-605.865241052469,1,3,2,2,1,3,2,2,250,4,5,5,52508545,0.85,2,3
"sub.5100",-564.810595980387,-564.810595980387,1,1,1,1,1,1,1,1,250,4,6,5,52508546,0.85,2,3
"sub.6100",-619.905686464459,-619.905686464459,2,3,3,1,2,3,3,1,250,4,7,5,52508547,0.85,2,3
"sub.7100",-561.0412491825,-561.0412491825,1,2,2,2,1,2,2,2,250,4,8,5,52508548,0.85,2,3
"sub.8100",-553.754946246254,-553.754946246254,1,1,1,1,1,1,1,1,250,4,9,5,52508549,0.85,2,3
"sub.9100",-597.194014502584,-597.194014502584,1,2,2,2,1,2,2,2,250,4,10,5,525085410,0.85,2,3
"sub.10100",-622.215429330041,-622.215429330041,2,3,1,2,2,3,1,2,250,4,11,5,525085411,0.85,2,3
"sub.11139",-607.1421363918,-607.1421363918,1,2,3,4,1,2,3,4,250,4,12,5,525085412,0.85,2,3
"sub.12116",-587.537230569304,-587.537230569304,2,2,2,1,2,2,2,1,250,4,13,5,525085413,0.85,2,3
"sub.13103",-613.830067423529,-613.830067423529,1,2,2,3,1,2,2,3,250,4,14,5,525085414,0.85,2,3
"sub.14100",-584.00249284583,-584.00249284583,1,2,3,1,1,2,3,1,250,4,15,5,525085415,0.85,2,3
"sub.15100",-595.44934124735,-595.44934124735,1,2,1,2,1,2,1,2,250,4,16,5,525085416,0.85,2,3
"sub.16100",-592.163047175089,-592.163047175089,2,2,1,1,2,2,1,1,250,4,17,5,525085417,0.85,2,3
"sub.17100",-593.763988863657,-593.763988863657,1,3,3,2,1,3,3,2,250,4,18,5,525085418,0.85,2,3
"sub.18100",-526.424041227465,-526.424041227465,1,1,1,1,1,1,1,1,250,4,19,5,525085419,0.85,2,3
"sub.19100",-605.295840415561,-605.295840415561,1,1,2,2,1,1,2,2,250,4,20,5,525085420,0.85,2,3
"sub101",-556.286077965377,-556.286077965377,1,1,1,1,1,1,1,1,250,4,1,6,62508541,0.85,3,2
"sub.1403",-569.099078673271,-569.099078673271,1,1,1,1,1,1,1,1,250,4,2,6,62508542,0.85,3,2
"sub.2101",-551.369200648377,-551.369200648377,1,1,2,1,1,1,2,1,250,4,3,6,62508543,0.85,3,2
"sub.3101",-605.453515866449,-605.453515866449,2,1,3,1,2,1,3,1,250,4,4,6,62508544,0.85,3,2
"sub.4101",-623.071644550124,-623.071644550124,1,2,3,4,1,2,3,4,250,4,5,6,62508545,0.85,3,2
"sub.5101",-601.465149306969,-601.465149306969,2,2,3,1,2,2,3,1,250,4,6,6,62508546,0.85,3,2
"sub.6101",-605.073286894749,-605.073286894749,2,1,1,1,2,1,1,1,250,4,7,6,62508547,0.85,3,2
"sub.7101",-595.736318339508,-595.736318339508,1,1,2,2,1,1,2,2,250,4,8,6,62508548,0.85,3,2
"sub.8101",-601.394921925689,-601.394921925689,1,3,3,2,1,3,3,2,250,4,9,6,62508549,0.85,3,2
"sub.9101",-584.659681276424,-584.659681276424,2,1,1,1,2,1,1,1,250,4,10,6,625085410,0.85,3,2
"sub.10101",-600.013113208223,-600.013113208223,3,1,2,3,3,1,2,3,250,4,11,6,625085411,0.85,3,2
"sub.11140",-610.846554801484,-610.846554801484,1,2,3,2,1,2,3,2,250,4,12,6,625085412,0.85,3,2
"sub.12117",-598.201121998883,-598.201121998883,3,1,2,3,3,1,2,3,250,4,13,6,625085413,0.85,3,2
"sub.13104",-609.103575819704,-609.103575819704,1,3,2,4,1,3,2,4,250,4,14,6,625085414,0.85,3,2
"sub.14101",-615.963206447331,-615.963206447331,2,3,1,2,2,3,1,2,250,4,15,6,625085415,0.85,3,2
"sub.15101",-587.27472941629,-587.27472941629,1,3,2,2,1,3,2,2,250,4,16,6,625085416,0.85,3,2
"sub.16101",-557.358198638598,-557.358198638598,1,1,1,1,1,1,1,1,250,4,17,6,625085417,0.85,3,2
"sub.17101",-602.864202156463,-602.864202156463,1,1,2,2,1,1,2,2,250,4,18,6,625085418,0.85,3,2
"sub.18101",-601.108582759238,-601.108582759238,1,2,2,3,1,2,2,3,250,4,19,6,625085419,0.85,3,2
"sub.19101",-610.979467149152,-610.979467149152,2,2,1,2,2,2,1,2,250,4,20,6,625085420,0.85,3,2
"sub102",-602.125841699959,-602.125841699959,1,1,2,1,1,1,2,1,250,4,1,7,72508541,0.85,3,2
"sub.1404",-560.768005844602,-560.768005844602,1,1,1,1,1,1,1,1,250,4,2,7,72508542,0.85,3,2
"sub.2102",-618.130396227549,-618.130396227549,3,1,2,3,3,1,2,3,250,4,3,7,72508543,0.85,3,2
"sub.3102",-635.531730465614,-635.531730465614,1,1,2,3,1,1,2,3,250,4,4,7,72508544,0.85,3,2
"sub.4102",-572.948223622715,-572.948223622715,1,1,1,1,1,1,1,1,250,4,5,7,72508545,0.85,3,2
"sub.5102",-551.364812342712,-551.364812342712,1,1,1,1,1,1,1,1,250,4,6,7,72508546,0.85,3,2
"sub.6102",-593.421099091719,-593.421099091719,1,2,1,1,1,2,1,1,250,4,7,7,72508547,0.85,3,2
"sub.7102",-562.149596640054,-562.149596640054,2,1,2,2,2,1,2,2,250,4,8,7,72508548,0.85,3,2
"sub.8102",-613.95740089199,-613.95740089199,1,2,3,4,1,2,3,4,250,4,9,7,72508549,0.85,3,2
"sub.9102",-587.524858752235,-587.524858752235,1,2,2,1,1,2,2,1,250,4,10,7,725085410,0.85,3,2
"sub.10102",-603.547778025128,-603.547778025128,3,3,1,2,3,3,1,2,250,4,11,7,725085411,0.85,3,2
"sub.11141",-618.393875125342,-618.393875125342,1,2,3,2,1,2,3,2,250,4,12,7,725085412,0.85,3,2
"sub.12118",-595.362309283598,-595.362309283598,2,1,2,3,2,1,2,3,250,4,13,7,725085413,0.85,3,2
"sub.13105",-615.760895373911,-615.760895373911,2,3,1,3,2,3,1,3,250,4,14,7,725085414,0.85,3,2
"sub.14102",-575.974619411862,-575.974619411862,2,1,2,2,2,1,2,2,250,4,15,7,725085415,0.85,3,2
"sub.15102",-593.13464995996,-593.13464995996,2,1,1,1,2,1,1,1,250,4,16,7,725085416,0.85,3,2
"sub.16102",-590.414500659539,-590.414500659539,2,2,1,2,2,2,1,2,250,4,17,7,725085417,0.85,3,2
"sub.17102",-589.632319424032,-589.632319424032,2,3,2,1,2,3,2,1,250,4,18,7,725085418,0.85,3,2
"sub.18102",-621.064730001622,-621.064730001622,3,4,1,2,3,4,1,2,250,4,19,7,725085419,0.85,3,2
"sub.19102",-601.817322695873,-601.817322695873,2,3,3,1,2,3,3,1,250,4,20,7,725085420,0.85,3,2
"sub103",-569.996116454679,-569.996116454679,1,2,2,2,1,2,2,2,250,4,1,8,82508541,0.85,4,1
"sub.1405",-600.132263825645,-600.132263825645,1,2,2,3,1,2,2,3,250,4,2,8,82508542,0.85,4,1
"sub.2103",-601.155458547359,-601.155458547359,1,2,1,2,1,2,1,2,250,4,3,8,82508543,0.85,4,1
"sub.3103",-612.246345538875,-612.246345538875,1,2,3,2,1,2,3,2,250,4,4,8,82508544,0.85,4,1
"sub.4103",-612.669350438963,-612.669350438963,2,4,1,3,2,4,1,3,250,4,5,8,82508545,0.85,4,1
"sub.5103",-603.548154041555,-603.548154041555,1,3,2,2,1,3,2,2,250,4,6,8,82508546,0.85,4,1
"sub.6103",-598.535706729676,-598.535706729676,2,1,2,2,2,1,2,2,250,4,7,8,82508547,0.85,4,1
"sub.7103",-617.030324945547,-617.030324945547,1,3,2,3,1,3,2,3,250,4,8,8,82508548,0.85,4,1
"sub.8103",-597.694215436188,-597.694215436188,1,1,2,2,1,1,2,2,250,4,9,8,82508549,0.85,4,1
"sub.9103",-569.925306789392,-569.925306789392,1,1,1,1,1,1,1,1,250,4,10,8,825085410,0.85,4,1
"sub.10103",-618.64524636105,-618.64524636105,2,1,3,4,2,1,3,4,250,4,11,8,825085411,0.85,4,1
"sub.11142",-595.603714010826,-595.603714010826,1,1,2,3,1,1,2,3,250,4,12,8,825085412,0.85,4,1
"sub.12119",-582.738307497286,-582.738307497286,1,1,1,1,1,1,1,1,250,4,13,8,825085413,0.85,4,1
"sub.13106",-590.219312093546,-590.219312093546,1,1,2,3,1,1,2,3,250,4,14,8,825085414,0.85,4,1
"sub.14103",-558.37787194106,-558.37787194106,1,1,1,1,1,1,1,1,250,4,15,8,825085415,0.85,4,1
"sub.15103",-579.276052920523,-579.276052920523,1,1,1,1,1,1,1,1,250,4,16,8,825085416,0.85,4,1
"sub.16103",-602.009437825545,-602.009437825545,1,1,2,2,1,1,2,2,250,4,17,8,825085417,0.85,4,1
"sub.17103",-575.672800528179,-575.672800528179,1,1,1,1,1,1,1,1,250,4,18,8,825085418,0.85,4,1
"sub.18103",-594.769721474645,-594.769721474645,2,3,3,1,2,3,3,1,250,4,19,8,825085419,0.85,4,1
"sub.19103",-598.89694562019,-598.89694562019,1,2,2,3,1,2,2,3,250,4,20,8,825085420,0.85,4,1
"sub104",-576.7449212014,-576.7449212014,1,1,1,1,1,1,1,1,250,4,1,9,92508541,0.85,3,2
"sub.1406",-587.178600537716,-587.178600537716,1,1,1,2,1,1,1,2,250,4,2,9,92508542,0.85,3,2
"sub.2104",-603.445222587494,-603.445222587494,2,1,1,2,2,1,1,2,250,4,3,9,92508543,0.85,3,2
"sub.3104",-594.431181497331,-594.431181497331,3,2,2,1,3,2,2,1,250,4,4,9,92508544,0.85,3,2
"sub.4104",-590.988889022182,-590.988889022182,2,3,1,2,2,3,1,2,250,4,5,9,92508545,0.85,3,2
"sub.5104",-608.935103544655,-608.935103544655,1,1,2,2,1,1,2,2,250,4,6,9,92508546,0.85,3,2
"sub.6104",-612.794095050513,-612.794095050513,1,1,2,1,1,1,2,1,250,4,7,9,92508547,0.85,3,2
"sub.7104",-608.638248919789,-608.638248919789,2,3,3,1,2,3,3,1,250,4,8,9,92508548,0.85,3,2
"sub.8104",-559.0631022416,-559.0631022416,1,1,1,1,1,1,1,1,250,4,9,9,92508549,0.85,3,2
"sub.9104",-609.999624847976,-609.999624847976,1,2,2,3,1,2,2,3,250,4,10,9,925085410,0.85,3,2
"sub.10104",-612.728380827061,-612.728380827061,1,3,4,2,1,3,4,2,250,4,11,9,925085411,0.85,3,2
"sub.11143",-608.240118774996,-608.240118774996,1,2,3,3,1,2,3,3,250,4,12,9,925085412,0.85,3,2
"sub.12120",-607.990455359281,-607.990455359281,1,3,2,2,1,3,2,2,250,4,13,9,925085413,0.85,3,2
"sub.13107",-559.11554961236,-559.11554961236,1,1,1,1,1,1,1,1,250,4,14,9,925085414,0.85,3,2
"sub.14104",-614.813039463775,-614.813039463775,4,1,2,3,4,1,2,3,250,4,15,9,925085415,0.85,3,2
"sub.15104",-562.859799820285,-562.859799820285,1,1,1,1,1,1,1,1,250,4,16,9,925085416,0.85,3,2
"sub.16104",-586.983574776534,-586.983574776534,1,1,2,2,1,1,2,2,250,4,17,9,925085417,0.85,3,2
"sub.17104",-606.084504264048,-606.084504264048,1,2,2,1,1,2,2,1,250,4,18,9,925085418,0.85,3,2
"sub.18104",-634.344080567308,-634.344080567308,2,4,1,3,2,4,1,3,250,4,19,9,925085419,0.85,3,2
"sub.19104",-587.558676756989,-587.558676756989,1,2,3,2,1,2,3,2,250,4,20,9,925085420,0.85,3,2
"sub105",-417.407934200406,-417.407934200406,2,1,1,1,2,1,1,1,250,4,1,1,12509541,0.95,4,1
"sub.1407",-435.506597910559,-435.506597910559,1,1,2,2,1,1,2,2,250,4,2,1,12509542,0.95,4,1
"sub.2105",-463.052221176634,-463.052221176634,2,1,3,2,2,1,3,2,250,4,3,1,12509543,0.95,4,1
"sub.3105",-505.266328491299,-505.266328491299,2,2,3,1,2,2,3,1,250,4,4,1,12509544,0.95,4,1
"sub.4105",-330.47866555896,-330.47866555896,1,1,1,1,1,1,1,1,250,4,5,1,12509545,0.95,4,1
"sub.5105",-486.90165460128,-486.90165460128,1,3,2,4,1,3,2,4,250,4,6,1,12509546,0.95,4,1
"sub.6105",-418.790772275986,-418.790772275986,1,2,1,1,1,2,1,1,250,4,7,1,12509547,0.95,4,1
"sub.7105",-446.479458916947,-446.479458916947,1,3,3,2,1,3,3,2,250,4,8,1,12509548,0.95,4,1
"sub.8105",-432.952587327604,-432.952587327604,2,2,1,2,2,2,1,2,250,4,9,1,12509549,0.95,4,1
"sub.9105",-473.12139681922,-473.12139681922,2,1,2,3,2,1,2,3,250,4,10,1,125095410,0.95,4,1
"sub.10105",-436.024096128737,-436.024096128737,2,1,1,1,2,1,1,1,250,4,11,1,125095411,0.95,4,1
"sub.11144",-370.974568798118,-370.974568798118,1,1,1,1,1,1,1,1,250,4,12,1,125095412,0.95,4,1
"sub.12121",-430.296602527258,-430.296602527258,2,1,2,2,2,1,2,2,250,4,13,1,125095413,0.95,4,1
"sub.13108",-461.06336115364,-461.06336115364,2,1,2,1,2,1,2,1,250,4,14,1,125095414,0.95,4,1
"sub.14105",-502.81738124853,-502.81738124853,1,2,3,4,1,2,3,4,250,4,15,1,125095415,0.95,4,1
